Time Interval,Edge 1,Edge 2,Edge 3,Edge 4,Edge 5,Edge 6,Edge 7,Edge 8,Edge 9,Edge 10,Edge 11,Edge 12,Edge 13,Edge 14,Edge 15,Edge 16,Edge 17,Edge 18,Edge 19
2024-06-07 09:15:00 - 2024-06-07 09:20:00,68,43,37,9,10,0,30,36,30,10,20,14,24,10,10,12,27,8,27
2024-06-07 09:20:00 - 2024-06-07 09:25:00,66,44,31,6,26,0,22,33,23,20,25,8,13,13,5,9,27,5,36
2024-06-07 09:25:00 - 2024-06-07 09:30:00,63,40,43,8,22,0,16,42,33,15,25,11,18,13,10,18,26,10,35
2024-06-07 09:30:00 - 2024-06-07 09:35:00,64,40,32,9,13,0,13,33,27,18,29,7,13,11,11,9,38,7,41
2024-06-07 09:35:00 - 2024-06-07 09:40:00,68,40,34,12,23,0,28,30,34,15,25,10,17,6,10,11,22,7,35
2024-06-07 09:40:00 - 2024-06-07 09:45:00,53,32,35,9,13,0,22,39,31,16,22,3,13,17,6,9,36,5,38
2024-06-07 09:45:00 - 2024-06-07 09:50:00,72,48,21,6,21,0,29,24,30,22,30,4,22,10,8,11,29,7,29
2024-06-07 09:50:00 - 2024-06-07 09:55:00,54,35,48,6,21,0,19,45,43,14,31,12,10,11,17,7,39,8,41
2024-06-07 09:55:00 - 2024-06-07 10:00:00,74,51,28,5,22,0,20,32,36,14,28,9,14,14,14,9,40,8,60
2024-06-07 10:00:00 - 2024-06-07 10:05:00,59,36,31,9,26,0,23,34,39,17,26,8,18,14,9,21,31,10,40
2024-06-07 10:05:00 - 2024-06-07 10:10:00,62,42,26,5,21,0,22,31,42,31,47,14,18,15,16,11,54,9,64
2024-06-07 10:10:00 - 2024-06-07 10:15:00,62,39,29,9,37,0,24,33,44,36,56,10,13,15,20,12,55,11,62
2024-06-07 10:15:00 - 2024-06-07 10:20:00,66,45,19,5,18,0,24,29,41,30,43,8,16,19,13,15,55,10,67
2024-06-07 10:20:00 - 2024-06-07 10:25:00,55,37,29,5,27,0,21,33,46,20,27,7,15,15,7,8,45,5,60
2024-06-07 10:25:00 - 2024-06-07 10:30:00,68,44,27,8,27,0,19,25,37,24,38,3,17,6,14,13,40,9,54
2024-06-07 10:30:00 - 2024-06-07 10:35:00,41,28,35,3,11,0,27,39,37,23,29,8,13,16,6,13,40,7,51
2024-06-07 10:35:00 - 2024-06-07 10:40:00,73,47,33,9,14,0,33,36,42,18,36,14,23,15,18,15,37,11,49
2024-06-07 10:40:00 - 2024-06-07 10:45:00,60,37,26,9,16,0,24,33,46,20,28,9,28,17,8,12,45,7,56
2024-06-07 10:45:00 - 2024-06-07 10:50:00,66,42,36,9,22,0,20,44,30,16,25,8,12,22,9,6,53,5,58
2024-06-07 10:50:00 - 2024-06-07 10:55:00,65,41,31,9,19,0,23,31,43,21,36,12,10,10,15,18,49,11,54
2024-06-07 10:55:00 - 2024-06-07 11:00:00,55,33,34,9,14,0,25,45,21,14,22,10,28,26,8,21,33,10,51
2024-06-07 11:00:00 - 2024-06-07 11:05:00,67,45,31,6,17,0,26,36,45,23,34,12,22,17,11,12,48,8,51
2024-06-07 11:05:00 - 2024-06-07 11:10:00,81,55,36,6,15,0,32,40,38,15,24,10,20,17,9,16,52,9,52
2024-06-07 11:10:00 - 2024-06-07 11:15:00,78,46,35,13,12,0,30,39,61,16,31,16,14,16,15,11,39,9,55
2024-06-07 11:15:00 - 2024-06-07 11:20:00,80,50,28,11,10,0,21,31,34,21,29,15,18,13,8,14,52,8,46
2024-06-07 11:20:00 - 2024-06-07 11:25:00,59,35,28,10,11,0,31,30,42,21,28,5,16,12,7,12,36,7,55
2024-06-07 11:25:00 - 2024-06-07 11:30:00,65,43,32,6,22,0,19,37,40,13,23,16,16,17,10,11,51,7,49
2024-06-07 11:30:00 - 2024-06-07 11:35:00,77,50,39,9,16,0,24,42,49,19,34,10,27,17,15,18,55,11,66
2024-06-07 11:35:00 - 2024-06-07 11:40:00,67,41,34,10,20,0,25,37,47,19,34,10,10,15,15,11,42,9,53
2024-06-07 11:40:00 - 2024-06-07 11:45:00,79,48,40,12,15,0,27,39,48,22,32,12,18,11,10,18,49,10,57
2024-06-07 11:45:00 - 2024-06-07 11:50:00,87,55,26,11,18,0,27,27,56,22,39,7,23,10,17,9,52,9,58
2024-06-07 11:50:00 - 2024-06-07 11:55:00,69,45,47,8,16,0,22,52,59,14,24,15,19,22,10,14,68,8,82
2024-06-07 11:55:00 - 2024-06-07 12:00:00,79,53,40,7,20,0,25,42,41,19,35,8,22,16,16,15,30,11,74
2024-06-07 12:00:00 - 2024-06-07 12:05:00,88,56,36,11,15,0,27,41,45,23,41,10,23,18,18,24,49,14,77
2024-06-07 12:05:00 - 2024-06-07 12:10:00,79,48,45,12,29,0,38,50,54,40,55,17,27,21,15,16,54,11,68
2024-06-07 12:10:00 - 2024-06-07 12:15:00,84,53,38,11,17,0,29,42,56,29,45,11,24,18,16,20,63,12,81
2024-06-07 12:15:00 - 2024-06-07 12:20:00,91,57,42,12,26,0,30,46,55,27,44,11,16,19,17,12,54,10,52
2024-06-07 12:20:00 - 2024-06-07 12:25:00,82,52,37,10,41,0,32,43,43,45,63,18,27,20,18,16,46,12,82
2024-06-07 12:25:00 - 2024-06-07 12:30:00,80,51,31,9,29,0,22,43,51,41,54,11,16,26,13,24,60,13,63
2024-06-07 12:30:00 - 2024-06-07 12:35:00,92,57,28,13,23,0,40,39,59,30,50,14,30,23,20,27,56,16,66
2024-06-07 12:35:00 - 2024-06-07 12:40:00,99,59,49,16,25,0,38,49,64,66,99,14,34,16,33,32,52,22,70
2024-06-07 12:40:00 - 2024-06-07 12:45:00,96,60,35,13,29,0,34,39,70,42,73,11,38,16,31,23,70,18,91
2024-06-07 12:45:00 - 2024-06-07 12:50:00,98,60,54,14,29,0,28,57,70,29,51,13,28,22,22,15,67,13,78
2024-06-07 12:50:00 - 2024-06-07 12:55:00,79,51,53,9,37,0,35,57,37,38,63,13,23,22,25,22,69,16,78
2024-06-07 12:55:00 - 2024-06-07 13:00:00,86,57,46,9,18,0,36,49,56,20,39,15,37,19,19,27,54,16,74
2024-06-07 13:00:00 - 2024-06-07 13:05:00,72,45,46,9,15,0,29,58,53,29,50,15,27,31,21,31,52,18,68
2024-06-07 13:05:00 - 2024-06-07 13:10:00,106,65,49,15,15,0,34,53,48,25,35,13,27,21,10,17,57,9,71
2024-06-07 13:10:00 - 2024-06-07 13:15:00,96,59,42,14,20,0,29,50,37,28,33,18,19,24,5,19,56,8,77
2024-06-07 13:15:00 - 2024-06-07 13:20:00,88,56,36,11,20,0,32,40,54,21,34,21,24,17,13,15,42,10,65
2024-06-07 13:20:00 - 2024-06-07 13:25:00,93,57,43,14,21,0,23,44,42,22,37,24,22,15,15,11,47,9,47
2024-06-07 13:25:00 - 2024-06-07 13:30:00,73,44,31,12,14,0,30,33,60,18,36,14,15,13,18,10,60,10,87
2024-06-07 13:30:00 - 2024-06-07 13:35:00,70,47,58,6,21,0,26,55,53,22,37,8,24,15,15,19,56,12,80
2024-06-07 13:35:00 - 2024-06-07 13:40:00,79,47,51,13,14,0,22,57,60,23,34,8,26,25,11,16,49,9,67
2024-06-07 13:40:00 - 2024-06-07 13:45:00,79,49,50,11,17,0,26,59,70,8,20,17,23,28,12,11,68,8,64
2024-06-07 13:45:00 - 2024-06-07 13:50:00,69,45,39,8,18,0,30,46,50,19,29,10,21,22,10,11,54,7,67
2024-06-07 13:50:00 - 2024-06-07 13:55:00,76,49,51,9,20,0,22,48,55,18,31,12,22,13,13,15,41,10,37
2024-06-07 13:55:00 - 2024-06-07 14:00:00,97,57,54,17,12,0,26,58,61,23,29,16,14,23,6,12,48,6,59
2024-06-07 14:00:00 - 2024-06-07 14:05:00,85,46,48,18,16,0,24,52,48,19,27,11,21,21,8,11,61,7,68
2024-06-07 14:05:00 - 2024-06-07 14:10:00,89,52,36,15,17,0,28,48,48,17,33,9,16,27,16,12,57,10,73
2024-06-07 14:10:00 - 2024-06-07 14:15:00,59,36,39,9,14,0,23,44,45,23,36,12,15,19,13,6,45,7,71
2024-06-07 14:15:00 - 2024-06-07 14:20:00,65,41,29,9,16,0,20,33,53,26,30,12,18,15,4,16,48,7,58
2024-06-07 14:20:00 - 2024-06-07 14:25:00,75,42,42,15,18,0,26,51,53,22,31,10,15,26,9,10,54,7,52
2024-06-07 14:25:00 - 2024-06-07 14:30:00,51,31,50,8,14,0,24,53,33,16,28,11,25,20,12,17,53,10,82
2024-06-07 14:30:00 - 2024-06-07 14:35:00,66,43,39,7,14,0,23,39,42,21,31,16,16,12,10,8,34,6,66
2024-06-07 14:35:00 - 2024-06-07 14:40:00,73,40,42,15,15,0,16,38,46,17,27,5,16,8,10,12,50,8,50
2024-06-07 14:40:00 - 2024-06-07 14:45:00,69,38,37,15,22,0,21,37,46,19,29,16,18,12,10,19,52,10,64
2024-06-07 14:45:00 - 2024-06-07 14:50:00,78,44,39,15,19,0,28,38,40,16,23,12,26,11,7,10,41,6,57
2024-06-07 14:50:00 - 2024-06-07 14:55:00,87,53,27,13,26,0,32,38,55,19,25,11,30,23,6,21,48,9,66
2024-06-07 14:55:00 - 2024-06-07 15:00:00,69,42,44,11,21,0,41,43,46,16,30,14,32,13,14,18,43,11,55
2024-06-07 15:00:00 - 2024-06-07 15:05:00,78,45,34,15,31,0,42,36,47,18,28,19,33,13,10,20,62,10,67
2024-06-07 15:05:00 - 2024-06-07 15:10:00,102,60,41,17,32,0,47,52,67,52,73,15,28,28,21,17,73,13,83
2024-06-07 15:10:00 - 2024-06-07 15:15:00,90,57,28,11,41,0,37,30,68,39,62,15,32,11,23,18,61,14,95
2024-06-07 15:15:00 - 2024-06-07 15:20:00,80,50,35,11,20,0,27,34,46,34,45,9,24,10,11,12,55,8,67
2024-06-07 15:20:00 - 2024-06-07 15:25:00,73,44,40,12,20,0,20,34,49,28,31,8,12,5,3,11,63,5,54
2024-06-07 15:25:00 - 2024-06-07 15:30:00,73,43,28,12,20,0,17,27,41,20,29,5,17,7,9,17,47,9,62
2024-06-07 15:30:00 - 2024-06-07 15:35:00,66,40,40,10,16,0,35,36,53,12,23,10,25,8,11,20,38,11,50
2024-06-07 15:35:00 - 2024-06-07 15:40:00,71,48,38,6,7,0,13,37,40,15,27,3,18,11,12,13,61,9,71
2024-06-07 15:40:00 - 2024-06-07 15:45:00,40,24,30,6,7,0,30,34,43,16,26,7,17,15,10,19,51,10,68
2024-06-07 15:45:00 - 2024-06-07 15:50:00,109,65,47,18,12,0,35,45,50,20,30,12,41,13,10,28,53,13,98
2024-06-07 15:50:00 - 2024-06-07 15:55:00,82,45,33,17,10,0,36,36,56,25,45,14,28,14,20,21,56,14,95
2024-06-07 15:55:00 - 2024-06-07 16:00:00,75,46,51,11,10,0,37,51,30,24,33,12,18,16,9,10,58,7,50
2024-06-07 16:00:00 - 2024-06-07 16:05:00,82,48,41,15,12,0,30,43,43,11,19,11,21,16,8,17,59,9,96
2024-06-07 16:05:00 - 2024-06-07 16:10:00,98,57,64,17,13,0,30,61,51,25,34,11,28,17,9,19,65,10,84
2024-06-07 16:10:00 - 2024-06-07 16:15:00,78,45,47,15,10,0,27,44,54,28,32,19,26,11,4,15,62,7,78
2024-06-07 16:15:00 - 2024-06-07 16:20:00,110,63,43,20,12,0,48,39,40,21,26,12,39,9,5,26,60,11,54
2024-06-07 16:20:00 - 2024-06-07 16:25:00,97,56,50,18,18,0,43,48,63,29,40,11,45,14,11,29,72,14,104
2024-06-07 16:25:00 - 2024-06-07 16:30:00,126,72,30,23,18,0,41,29,56,18,37,12,23,8,19,18,59,13,91
2024-06-07 16:30:00 - 2024-06-07 16:35:00,140,82,49,24,12,0,44,51,59,23,33,17,33,19,10,19,62,10,97
2024-06-07 16:35:00 - 2024-06-07 16:40:00,146,87,67,24,20,0,53,66,87,36,47,22,43,20,11,26,87,13,106
2024-06-07 16:40:00 - 2024-06-07 16:45:00,124,73,71,21,6,0,53,67,70,26,44,20,48,18,18,32,82,17,107
2024-06-07 16:45:00 - 2024-06-07 16:50:00,128,72,73,24,16,0,56,69,56,32,43,13,43,19,11,28,80,13,111
2024-06-07 16:50:00 - 2024-06-07 16:55:00,108,63,60,19,18,0,69,59,56,27,37,11,45,18,10,34,84,15,106
2024-06-07 16:55:00 - 2024-06-07 17:00:00,99,57,57,18,7,0,51,54,56,29,40,11,37,15,11,24,70,12,110
2024-06-07 17:00:00 - 2024-06-07 17:05:00,103,62,62,16,13,0,46,55,66,25,34,10,34,11,9,13,43,8,72
2024-06-07 17:05:00 - 2024-06-07 17:10:00,85,51,38,13,10,0,36,39,41,27,39,12,25,14,12,14,50,9,88
2024-06-07 17:10:00 - 2024-06-07 17:15:00,87,54,65,12,8,0,45,69,56,20,31,9,31,27,11,20,77,11,86
2024-06-07 17:15:00 - 2024-06-07 17:20:00,98,52,60,22,10,0,36,58,40,16,24,11,31,17,8,20,60,10,84
2024-06-07 17:20:00 - 2024-06-07 17:25:00,91,54,43,15,15,0,39,45,33,20,33,17,46,17,13,23,58,12,91
2024-06-07 17:25:00 - 2024-06-07 17:30:00,99,60,45,15,14,0,47,51,59,27,38,15,37,23,11,33,71,15,81
2024-06-07 17:30:00 - 2024-06-07 17:35:00,122,70,49,22,20,0,42,46,61,31,59,12,44,12,28,27,56,19,76
2024-06-07 17:35:00 - 2024-06-07 17:40:00,109,63,53,20,23,0,55,55,57,36,62,18,53,20,26,35,87,21,101
2024-06-07 17:40:00 - 2024-06-07 17:45:00,127,71,44,25,21,0,50,51,81,26,41,14,37,23,15,38,86,18,112
2024-06-07 17:45:00 - 2024-06-07 17:50:00,112,66,56,18,17,0,55,60,65,23,33,4,42,23,10,25,84,12,105
2024-06-07 17:50:00 - 2024-06-07 17:55:00,107,65,38,16,15,0,55,42,55,24,37,16,43,18,13,31,73,15,98
2024-06-07 17:55:00 - 2024-06-07 18:00:00,119,66,35,24,16,0,52,33,47,22,36,16,33,9,14,19,49,11,85
2024-06-08 06:00:00 - 2024-06-08 06:05:00,23,16,3,2,1,0,9,3,10,0,2,1,10,0,2,5,4,3,5
2024-06-08 06:05:00 - 2024-06-08 06:10:00,32,18,4,6,1,0,13,3,9,0,1,0,6,0,1,3,8,2,12
2024-06-08 06:10:00 - 2024-06-08 06:15:00,28,18,1,3,6,0,12,2,7,3,4,5,12,1,1,10,2,4,5
2024-06-08 06:15:00 - 2024-06-08 06:20:00,24,15,3,4,6,0,12,4,2,3,3,2,8,2,0,7,4,3,7
2024-06-08 06:20:00 - 2024-06-08 06:25:00,24,16,4,3,6,0,11,4,10,0,0,2,10,1,0,8,10,3,13
2024-06-08 06:25:00 - 2024-06-08 06:30:00,21,15,5,2,9,0,13,5,10,6,7,3,9,1,1,7,11,3,15
2024-06-08 06:30:00 - 2024-06-08 06:35:00,32,21,7,4,6,0,12,6,6,6,8,8,8,1,2,7,6,3,15
2024-06-08 06:35:00 - 2024-06-08 06:40:00,27,19,9,2,6,0,6,9,10,2,5,6,6,3,3,4,10,3,8
2024-06-08 06:40:00 - 2024-06-08 06:45:00,28,19,6,3,8,0,8,7,14,6,7,4,5,3,1,6,12,3,25
2024-06-08 06:45:00 - 2024-06-08 06:50:00,35,21,8,6,6,0,7,6,15,1,2,4,5,0,1,5,8,2,13
2024-06-08 06:50:00 - 2024-06-08 06:55:00,61,39,10,7,21,0,3,9,18,8,11,6,9,2,3,7,15,4,23
2024-06-08 06:55:00 - 2024-06-08 07:00:00,60,39,7,6,15,0,4,10,14,10,15,5,10,6,5,9,12,5,10
2024-06-08 07:00:00 - 2024-06-08 07:05:00,38,25,9,4,13,0,4,12,13,7,9,6,8,7,2,6,10,3,20
2024-06-08 07:05:00 - 2024-06-08 07:10:00,51,34,9,5,13,0,4,12,15,8,11,9,13,7,3,11,16,5,16
2024-06-08 07:10:00 - 2024-06-08 07:15:00,44,30,11,3,23,0,5,12,24,18,23,10,12,5,5,12,14,6,19
2024-06-08 07:15:00 - 2024-06-08 07:20:00,43,30,8,3,19,0,7,9,18,9,14,11,18,4,5,13,25,6,27
2024-06-08 07:20:00 - 2024-06-08 07:25:00,56,38,9,5,27,0,3,11,23,14,20,12,14,5,6,15,25,7,33
2024-06-08 07:25:00 - 2024-06-08 07:30:00,46,33,8,2,22,0,4,10,11,12,17,11,12,5,5,9,21,5,45
2024-06-08 07:30:00 - 2024-06-08 07:35:00,55,39,13,3,23,0,5,18,37,17,21,16,17,10,4,16,22,7,33
2024-06-08 07:35:00 - 2024-06-08 07:40:00,68,47,7,5,20,0,2,11,21,15,24,15,12,7,9,9,27,6,32
2024-06-08 07:40:00 - 2024-06-08 07:45:00,46,32,16,3,32,0,5,17,40,18,22,13,14,6,4,8,24,4,33
2024-06-08 07:45:00 - 2024-06-08 07:50:00,69,43,13,9,11,0,4,15,26,13,20,17,13,7,7,12,23,7,30
2024-06-08 07:50:00 - 2024-06-08 07:55:00,45,30,11,5,19,0,5,11,34,12,18,10,14,3,6,12,21,6,35
2024-06-08 07:55:00 - 2024-06-08 08:00:00,61,38,14,9,24,0,5,16,21,21,25,14,7,7,4,9,33,5,49
2024-06-08 08:00:00 - 2024-06-08 08:05:00,77,48,17,10,22,0,2,18,31,17,27,16,19,7,10,7,29,6,39
2024-06-08 08:05:00 - 2024-06-08 08:10:00,73,50,13,6,27,0,3,13,22,19,25,10,14,4,6,9,25,5,36
2024-06-08 08:10:00 - 2024-06-08 08:15:00,46,33,12,3,24,0,7,15,33,16,25,7,18,8,9,5,34,5,30
2024-06-08 08:15:00 - 2024-06-08 08:20:00,79,54,14,6,20,0,10,17,31,20,25,15,26,8,5,15,32,7,42
2024-06-08 08:20:00 - 2024-06-08 08:25:00,78,45,18,14,24,0,7,18,28,13,18,13,13,5,5,9,27,5,35
2024-06-08 08:25:00 - 2024-06-08 08:30:00,69,46,19,6,25,0,9,17,32,8,15,22,20,3,7,9,28,6,36
2024-06-08 08:30:00 - 2024-06-08 08:35:00,68,47,13,5,31,0,5,17,38,18,24,19,8,9,6,5,42,4,36
2024-06-08 08:35:00 - 2024-06-08 08:40:00,62,40,14,7,24,0,10,18,33,19,24,22,13,9,5,6,38,4,58
2024-06-08 08:40:00 - 2024-06-08 08:45:00,52,35,11,5,12,0,5,12,43,13,21,17,15,4,8,12,28,7,44
2024-06-08 08:45:00 - 2024-06-08 08:50:00,83,60,15,3,29,0,10,16,35,24,30,20,4,6,6,7,32,5,40
2024-06-08 08:50:00 - 2024-06-08 08:55:00,57,37,12,6,27,0,5,15,21,27,36,17,9,7,9,9,45,6,41
2024-06-08 08:55:00 - 2024-06-08 09:00:00,59,41,10,4,20,0,12,12,28,14,21,22,13,5,7,11,24,6,36
2024-06-08 09:00:00 - 2024-06-08 09:05:00,45,30,12,5,28,0,9,16,32,18,23,20,14,9,5,9,26,5,47
2024-06-08 09:05:00 - 2024-06-08 09:10:00,71,48,11,6,13,0,5,14,30,19,25,11,18,7,6,13,30,7,32
2024-06-08 09:10:00 - 2024-06-08 09:15:00,49,31,13,6,13,0,5,15,27,14,20,17,13,7,6,14,35,7,41
2024-06-08 09:15:00 - 2024-06-08 09:20:00,80,50,6,11,17,0,7,9,34,16,23,22,8,6,7,7,22,5,32
2024-06-08 09:20:00 - 2024-06-08 09:25:00,39,26,13,4,16,0,2,17,30,15,24,15,5,9,9,6,29,5,45
2024-06-08 09:25:00 - 2024-06-08 09:30:00,60,39,14,6,18,0,6,15,22,14,19,18,8,6,5,8,23,5,34
2024-06-08 09:30:00 - 2024-06-08 09:35:00,48,31,9,6,18,0,3,15,35,16,21,21,14,10,5,19,42,8,48
2024-06-08 09:35:00 - 2024-06-08 09:40:00,77,51,13,8,23,0,16,16,21,15,23,9,15,8,8,18,25,9,44
2024-06-08 09:40:00 - 2024-06-08 09:45:00,59,40,12,5,22,0,6,15,61,10,20,14,12,8,10,10,25,7,40
2024-06-08 09:45:00 - 2024-06-08 09:50:00,71,49,9,5,16,0,17,15,38,17,26,29,13,10,9,7,39,6,55
2024-06-08 09:50:00 - 2024-06-08 09:55:00,60,39,18,6,20,0,4,19,34,18,29,22,14,7,11,11,43,8,47
2024-06-08 09:55:00 - 2024-06-08 10:00:00,67,42,20,9,18,0,9,24,31,20,30,18,13,11,10,8,41,6,42
2024-06-08 10:00:00 - 2024-06-08 10:05:00,52,30,16,9,24,0,10,19,32,21,34,18,14,9,13,18,28,11,43
2024-06-08 10:05:00 - 2024-06-08 10:10:00,77,48,21,10,30,0,7,25,44,31,36,18,8,12,5,8,40,5,64
2024-06-08 10:10:00 - 2024-06-08 10:15:00,48,30,12,7,36,0,7,15,41,25,38,11,15,8,13,10,75,8,54
2024-06-08 10:15:00 - 2024-06-08 10:20:00,60,39,14,7,22,0,11,18,28,16,35,21,16,10,19,18,47,13,59
2024-06-08 10:20:00 - 2024-06-08 10:25:00,70,42,19,11,26,0,10,25,39,16,25,14,21,14,9,11,36,7,39
2024-06-08 10:25:00 - 2024-06-08 10:30:00,72,42,16,13,19,0,7,20,47,13,22,17,11,10,9,7,39,6,39
2024-06-08 10:30:00 - 2024-06-08 10:35:00,53,33,7,7,22,0,9,14,35,18,21,18,14,11,3,13,50,6,54
2024-06-08 10:35:00 - 2024-06-08 10:40:00,66,44,10,6,9,0,4,17,38,17,22,24,17,12,5,15,42,7,55
2024-06-08 10:40:00 - 2024-06-08 10:45:00,57,33,22,11,19,0,4,24,49,21,33,15,13,9,12,8,39,7,48
2024-06-08 10:45:00 - 2024-06-08 10:50:00,81,51,19,11,12,0,2,21,40,16,20,11,15,8,4,15,38,7,36
2024-06-08 10:50:00 - 2024-06-08 10:55:00,75,44,13,13,14,0,4,18,45,18,28,17,19,10,10,16,44,9,62
2024-06-08 10:55:00 - 2024-06-08 11:00:00,87,55,17,11,25,0,4,20,45,23,33,28,14,9,10,14,38,8,42
2024-06-08 11:00:00 - 2024-06-08 11:05:00,60,33,21,13,2,0,5,23,6,10,18,14,19,9,8,9,36,6,53
2024-06-08 11:05:00 - 2024-06-08 11:10:00,77,48,15,10,0,0,6,21,0,9,19,11,14,12,10,10,41,7,51
2024-06-08 11:10:00 - 2024-06-08 11:15:00,62,39,14,8,0,0,7,21,0,14,21,24,13,14,7,18,46,9,53
2024-06-08 11:15:00 - 2024-06-08 11:20:00,65,40,23,9,0,0,11,27,0,15,25,21,11,12,10,14,40,8,61
2024-06-08 11:20:00 - 2024-06-08 11:25:00,63,41,21,7,0,0,7,22,0,18,26,16,10,8,8,14,36,8,53
2024-06-08 11:25:00 - 2024-06-08 11:30:00,84,57,11,7,10,0,10,19,46,30,41,14,12,14,11,11,59,8,49
2024-06-08 11:30:00 - 2024-06-08 11:35:00,74,46,15,10,22,0,5,18,55,19,24,19,14,9,5,12,40,6,72
2024-06-08 11:35:00 - 2024-06-08 11:40:00,60,39,16,7,18,0,4,18,44,15,20,22,13,7,5,12,36,6,65
2024-06-08 11:40:00 - 2024-06-08 11:45:00,63,42,14,6,22,0,11,16,40,14,29,23,17,7,15,7,39,8,50
2024-06-08 11:45:00 - 2024-06-08 11:50:00,75,48,13,9,22,0,21,18,46,26,37,17,18,11,11,19,55,10,64
2024-06-08 11:50:00 - 2024-06-08 11:55:00,72,39,21,16,23,0,15,27,49,28,36,11,21,15,8,21,44,10,66
2024-06-08 11:55:00 - 2024-06-08 12:00:00,86,56,21,9,17,0,13,27,54,16,27,5,12,14,11,12,42,8,62
2024-06-08 12:00:00 - 2024-06-08 12:05:00,71,44,23,10,19,0,18,25,46,20,27,15,13,10,7,16,45,8,58
2024-06-08 12:05:00 - 2024-06-08 12:10:00,87,56,20,10,11,0,23,27,36,11,19,14,18,16,8,14,53,8,59
2024-06-08 12:10:00 - 2024-06-08 12:15:00,47,30,15,6,19,0,32,24,41,26,38,18,15,16,12,15,50,9,99
2024-06-08 12:15:00 - 2024-06-08 12:20:00,88,63,11,4,24,0,26,18,44,31,42,18,25,12,11,33,45,15,78
2024-06-08 12:20:00 - 2024-06-08 12:25:00,78,44,27,15,26,0,34,32,55,25,48,20,21,15,23,18,36,14,73
2024-06-08 12:25:00 - 2024-06-08 12:30:00,69,45,15,8,25,0,39,24,47,26,46,25,36,17,20,31,78,17,100
2024-06-08 12:30:00 - 2024-06-08 12:35:00,89,60,16,7,27,0,43,27,69,28,46,22,31,19,18,26,51,15,81
2024-06-08 12:35:00 - 2024-06-08 12:40:00,92,54,45,16,26,0,34,46,54,42,67,14,26,16,25,34,58,20,99
2024-06-08 12:40:00 - 2024-06-08 12:45:00,95,59,33,13,21,0,39,39,77,41,62,22,45,19,21,24,56,15,99
2024-06-08 12:45:00 - 2024-06-08 12:50:00,88,57,35,9,31,0,40,39,58,39,56,17,45,16,17,29,78,16,97
2024-06-08 12:50:00 - 2024-06-08 12:55:00,92,58,33,12,19,0,40,36,56,27,55,28,36,15,28,28,68,19,100
2024-06-08 12:55:00 - 2024-06-08 13:00:00,84,55,38,9,18,0,36,37,49,22,38,19,35,11,16,24,68,14,95
2024-06-08 13:00:00 - 2024-06-08 13:05:00,101,66,22,11,30,0,36,26,42,24,36,16,32,12,12,27,57,13,89
2024-06-08 13:05:00 - 2024-06-08 13:10:00,79,51,19,9,23,0,35,25,45,25,34,17,35,14,9,20,60,10,74
2024-06-08 13:10:00 - 2024-06-08 13:15:00,70,45,12,9,14,0,48,13,38,21,31,12,35,5,10,29,52,13,68
2024-06-08 13:15:00 - 2024-06-08 13:20:00,84,55,15,9,16,0,40,17,42,20,34,9,37,7,14,22,47,12,69
2024-06-08 13:20:00 - 2024-06-08 13:25:00,70,46,17,7,10,0,48,21,45,22,33,20,28,10,11,18,60,10,72
2024-06-08 13:25:00 - 2024-06-08 13:30:00,86,53,19,12,12,0,43,21,36,18,27,11,34,8,9,21,54,10,86
2024-06-08 13:30:00 - 2024-06-08 13:35:00,71,43,22,11,8,0,34,27,48,20,33,9,26,13,13,18,52,11,66
2024-06-08 13:35:00 - 2024-06-08 13:40:00,67,45,23,6,16,0,31,30,41,13,23,14,27,16,10,12,49,8,74
2024-06-08 13:40:00 - 2024-06-08 13:45:00,88,56,17,11,17,0,30,25,53,19,26,13,13,16,7,13,56,7,64
2024-06-08 13:45:00 - 2024-06-08 13:50:00,78,51,17,8,12,0,29,24,43,16,24,7,17,15,8,15,56,8,57
2024-06-08 13:50:00 - 2024-06-08 13:55:00,63,39,11,9,18,0,18,17,52,22,30,11,25,11,8,11,41,7,72
2024-06-08 13:55:00 - 2024-06-08 14:00:00,73,46,19,9,6,0,27,21,30,15,26,9,16,9,11,13,40,8,57
2024-06-08 14:00:00 - 2024-06-08 14:05:00,81,51,16,11,17,0,35,19,48,19,23,11,21,9,4,17,36,7,56
2024-06-08 14:05:00 - 2024-06-08 14:10:00,66,45,15,5,6,0,32,26,41,21,35,12,33,19,14,11,62,9,59
2024-06-08 14:10:00 - 2024-06-08 14:15:00,57,36,12,8,10,0,33,18,41,7,21,13,26,12,14,19,41,11,80
2024-06-08 14:15:00 - 2024-06-08 14:20:00,61,42,14,4,9,0,31,21,39,21,28,12,32,13,7,17,43,8,62
2024-06-08 14:20:00 - 2024-06-08 14:25:00,62,41,17,6,6,0,27,24,34,16,23,18,35,14,7,16,47,8,65
2024-06-08 14:25:00 - 2024-06-08 14:30:00,63,43,23,5,14,0,28,25,43,18,31,9,24,10,13,16,41,10,63
2024-06-08 14:30:00 - 2024-06-08 14:35:00,74,47,32,9,20,0,40,32,41,22,30,19,24,10,8,12,38,7,65
2024-06-08 14:35:00 - 2024-06-08 14:40:00,67,40,20,11,14,0,34,28,34,19,27,15,34,17,8,18,44,9,60
2024-06-08 14:40:00 - 2024-06-08 14:45:00,86,54,27,11,16,0,32,26,47,15,26,9,26,7,11,15,50,9,64
